162365	5	7	ＣＤプレーヤー	1000110	1
82106	4	7	ＣＤプレーヤー	1000110	1
89888	8	7	ＣＤプレーヤー	1000110	1
121507	15	7	ＣＤプレーヤー	1000110	1
161027	4	7	ＣＤプレーヤー	1000110	1
163440	4	7	ＣＤプレーヤー	1000110	1
221986	5	7	ＣＤプレーヤー	1000110	1
224042	2	4	Ｔシャツ	1000160	1
74085	21	4	Ｔシャツ	1000160	1
89090	6	4	Ｔシャツ	1000160	1
94316	9	4	Ｔシャツ	1000160	1
121529	25	4	Ｔシャツ	1000160	1
161876	2	4	Ｔシャツ	1000160	1
162375	25	4	Ｔシャツ	1000160	1
187608	13	2	明白	1000220	1
234521	0	6	明白	1000220	1
80236	0	3	明白	1000220	1
80237	0	2	明白	1000220	1
94345	11	2	明白	1000220	1
98773	15	2	明白	1000220	1
99568	2	3	明白	1000220	1
187608	13	2	明白	1000225	1
234521	0	6	明白	1000225	1
80236	0	3	明白	1000225	1
80237	0	2	明白	1000225	1
94345	11	2	明白	1000225	1
98773	15	2	明白	1000225	1
99568	2	3	明白	1000225	1
76325	3	4	悪どい	1000260	1
149979	24	3	悪どい	1000260	1
179950	20	3	悪どい	1000260	1
234503	0	4	悪どい	1000260	2
76794	3	4	悪どい	1000260	2
114395	12	5	論う	1000280	2
114734	8	6	あしらう	1000300	1
87197	10	5	あしらう	1000300	1
89624	13	5	あしらう	1000300	1
114617	13	4	あしらう	1000300	1
202951	18	5	あしらう	1000300	1
209352	21	5	あしらう	1000300	1
234430	0	3	彼処	1000320	1
76460	14	3	彼処	1000320	1
93462	3	3	彼処	1000320	1
114960	2	3	彼処	1000320	1
114962	2	3	彼処	1000320	1
114963	2	3	彼処	1000320	1
114964	2	3	彼処	1000320	1
76556	8	3	彼処	1000320	2
114945	2	4	あっさり	1000360	1
76908	0	4	あっさり	1000360	1
93454	3	4	あっさり	1000360	1
93455	3	4	あっさり	1000360	1
93456	3	5	あっさり	1000360	1
112353	7	4	あっさり	1000360	1
206261	5	4	あっさり	1000360	1
182679	3	7	あっという間に	1000390	1
114943	2	7	あっという間に	1000390	1
114944	2	7	あっという間に	1000390	1
121385	8	7	あっという間に	1000390	1
124827	6	7	あっという間に	1000390	1
146399	4	7	あっという間に	1000390	1
148198	2	7	あっという間に	1000390	1
235263	15	6	あっぷあっぷ	1000400	1
97653	5	5	あどけない	1000410	1
93453	3	5	あどけない	1000410	1
231361	0	2	彼の	1000420	1
4995	1	2	彼の	1000420	1
74099	4	2	彼の	1000420	1
74159	5	2	彼の	1000420	1
74790	0	2	彼の	1000420	1
75022	0	2	彼の	1000420	1
75040	0	2	彼の	1000420	1
231383	0	3	あのう	1000430	1
74949	1	2	あのう	1000430	1
76905	0	3	あのう	1000430	1
231362	0	3	あのう	1000430	1
231363	0	3	あのう	1000430	1
231364	0	3	あのう	1000430	1
231384	0	2	あのう	1000430	1
230461	0	3	あの方	1000450	1
5021	0	3	あの方	1000450	1
76895	0	3	あの方	1000450	1
77053	1	3	あの方	1000450	1
161551	2	3	あの方	1000450	1
197916	17	3	あの方	1000450	1
230460	0	3	あの方	1000450	1
171617	6	4	溢れる	1000460	1
211688	7	6	溢れる	1000460	1
74329	15	3	溢れる	1000460	1
77732	7	4	溢れる	1000460	1
79983	4	4	溢れる	1000460	1
86244	8	4	溢れる	1000460	1
93830	8	6	溢れる	1000460	1
232676	8	5	あべこべ	1000470	1
142148	8	4	あやす	1000500	1
78001	12	4	あやす	1000500	1
82788	12	6	あやす	1000500	1
88289	7	4	あやす	1000500	1
89724	6	4	あやす	1000500	1
230082	0	5	あやふや	1000510	1
230079	0	2	あら	1000520	1
4983	0	2	あら	1000520	1
76580	6	2	あら	1000520	1
76889	0	2	あら	1000520	1
230011	0	2	あら	1000520	1
230065	0	2	あら	1000520	1
230074	0	2	あら	1000520	1
81333	12	1	彼	1000580	1
229770	0	2	彼	1000580	1
108138	0	1	彼	1000580	1
108318	0	1	彼	1000580	1
5304	0	1	彼	1000580	1
4730	0	1	彼	1000580	1
4750	0	1	彼	1000580	1
75797	0	2	彼	1000580	2
229746	0	2	彼	1000580	2
5316	0	2	彼	1000580	2
74181	0	2	彼	1000580	2
74408	11	2	彼	1000580	2
75372	40	2	彼	1000580	2
75761	8	2	彼	1000580	2
163186	4	1	彼	1000580	3
87502	3	1	彼	1000580	3
111611	0	1	彼	1000580	3
119285	0	1	彼	1000580	3
145343	3	1	彼	1000580	3
156492	8	1	彼	1000580	3
162925	2	1	彼	1000580	3
76883	0	2	彼	1000580	4
77052	1	2	彼	1000580	6
76884	0	2	彼	1000580	6
76885	0	2	彼	1000580	6
76933	2	2	彼	1000580	6
229772	0	2	彼	1000580	6
229532	0	3	あんな	1000590	1
74193	0	3	あんな	1000590	1
75577	0	3	あんな	1000590	1
75578	0	3	あんな	1000590	1
76873	0	3	あんな	1000590	1
76875	0	3	あんな	1000590	1
76876	0	3	あんな	1000590	1
161338	2	4	否々	1000620	1
76859	0	4	否々	1000620	1
114405	2	4	否々	1000620	1
114406	2	4	否々	1000620	1
228490	0	4	否々	1000620	1
184291	7	6	如何わしい	1000630	1
114717	2	6	如何わしい	1000630	1
230900	10	6	如何わしい	1000630	1
203577	10	5	いかす	1000640	1
146020	7	4	如何にも	1000660	1
212519	9	4	如何にも	1000660	1
75201	0	4	如何にも	1000660	1
76341	5	4	如何にも	1000660	1
92585	13	4	如何にも	1000660	1
94437	7	4	如何にも	1000660	1
114712	2	4	如何にも	1000660	1
221754	5	5	幾つも	1000710	1
179460	3	3	幾つも	1000710	1
236157	12	5	行けない	1000730	1
74110	15	4	行けない	1000730	1
76195	18	4	行けない	1000730	1
77552	9	4	行けない	1000730	1
82541	4	4	行けない	1000730	1
83931	6	4	行けない	1000730	1
83949	6	4	行けない	1000730	1
85982	22	4	行けない	1000730	2
223222	17	5	行けない	1000730	3
75354	12	5	行けない	1000730	3
75373	21	4	行けない	1000730	3
75999	10	4	行けない	1000730	3
76230	14	4	行けない	1000730	3
76395	17	4	行けない	1000730	3
77294	13	5	行けない	1000730	3
229136	0	2	いざ	1000750	1
76818	37	2	いざ	1000750	1
137689	18	2	いざ	1000750	1
187064	21	2	いざ	1000750	1
227254	16	2	いざ	1000750	1
229132	0	2	いざ	1000750	1
229133	0	2	いざ	1000750	1
203535	11	4	いざこざ	1000760	1
156703	7	4	いざこざ	1000760	1
173687	9	4	いざこざ	1000760	1
194364	16	4	いじいじ	1000770	1
82590	3	4	いじり回す	1000810	1
126798	3	5	いそいそ	1000820	1
74665	3	6	いちゃいちゃ	1000830	1
170644	14	6	いちゃいちゃ	1000830	1
104299	11	5	いちゃつく	1000840	1
143955	7	5	いちゃつく	1000840	1
191872	4	5	何時もより	1000860	1
80476	3	5	何時もより	1000860	1
85903	10	5	何時もより	1000860	1
93308	3	5	何時もより	1000860	1
96246	11	5	何時もより	1000860	1
107116	5	5	何時もより	1000860	1
109896	16	5	何時もより	1000860	1
113695	6	6	いとも簡単に	1000870	1
125575	5	6	いとも簡単に	1000870	1
185205	24	6	いとも簡単に	1000870	1
195098	13	6	いとも簡単に	1000870	1
74367	6	3	鯔背	1000880	1
77058	0	2	鯔背	1000880	1
152171	2	6	いびる	1000900	1
228452	7	6	いらっしゃい	1000920	1
74890	5	6	いらっしゃい	1000920	1
80244	5	6	いらっしゃい	1000920	1
80392	4	6	いらっしゃい	1000920	1
85442	11	6	いらっしゃい	1000920	1
123714	15	6	いらっしゃい	1000920	1
124556	11	6	いらっしゃい	1000920	1
74871	1	7	いらっしゃい	1000920	2
228460	0	8	いらっしゃいませ	1000930	1
226613	5	8	いらっしゃる	1000940	1
74693	21	8	いらっしゃる	1000940	1
74938	24	5	いらっしゃる	1000940	1
75647	14	8	いらっしゃる	1000940	1
75656	10	8	いらっしゃる	1000940	1
76810	13	8	いらっしゃる	1000940	1
78576	9	9	いらっしゃる	1000940	1
232683	14	8	いらっしゃる	1000940	2
232472	16	8	いらっしゃる	1000940	2
227517	8	4	うじうじ	1000960	1
234581	23	6	うじゃうじゃ	1000970	1
112180	12	4	うずうず	1000980	1
87139	13	4	うずうず	1000980	1
97484	16	4	うずうず	1000980	1
103778	13	4	うずうず	1000980	1
109292	9	4	うずうず	1000980	1
190889	26	4	うずうず	1000980	1
214873	9	4	うずうず	1000980	1
161315	2	4	うっかり	1001010	1
75703	18	4	うっかり	1001010	1
104314	5	4	うっかり	1001010	1
159486	6	4	うっかり	1001010	1
170259	6	4	うっかり	1001010	1
185007	4	4	うっかり	1001010	1
196367	3	4	うっかり	1001010	1
212144	10	7	うっとりさせる	1001020	1
109890	5	4	うとうと	1001030	1
76250	20	4	うとうと	1001030	1
81512	13	4	うとうと	1001030	1
111916	4	5	うとうと	1001030	1
124804	6	4	うとうと	1001030	1
197461	24	4	うとうと	1001030	1
215162	13	4	うとうと	1001030	1
216796	8	4	うねうね	1001040	1
121748	6	3	畝ねり	1001050	1
124113	9	4	うろうろ	1001060	1
121193	9	4	うろうろ	1001060	1
236888	11	6	狼狽える	1001070	1
89758	15	5	狼狽える	1001070	1
92363	16	8	狼狽える	1001070	1
92420	14	5	狼狽える	1001070	1
100727	5	7	狼狽える	1001070	1
121046	2	6	狼狽える	1001070	1
153377	20	5	狼狽える	1001070	1
236626	15	2	うん	1001090	1
74868	0	2	うん	1001090	1
75385	17	2	うん	1001090	1
75535	0	2	うん	1001090	1
75540	23	2	うん	1001090	1
75598	20	2	うん	1001090	1
76843	0	2	うん	1001090	1
75951	8	3	うんこ	1001100	1
230980	5	4	うんざり	1001110	1
5232	24	4	うんざり	1001110	1
74276	17	4	うんざり	1001110	1
74663	27	4	うんざり	1001110	1
81303	11	4	うんざり	1001110	1
81341	10	4	うんざり	1001110	1
228010	0	2	ええ	1001140	1
5026	1	2	ええ	1001140	1
76840	0	2	ええ	1001140	1
125900	22	2	ええ	1001140	1
195427	13	2	ええ	1001140	1
198315	17	2	ええ	1001140	1
202181	13	2	ええ	1001140	1
75055	12	3	ええ	1001140	4
